strategic_intelligence.n.01	preventive_medicine.n.01
countercharge.n.02	pygmy_chimpanzee.n.01
confession_of_judgment.n.01	xantusiidae.n.01
gracilariid.n.01	oversimplification.n.01
lookout.n.04	lampropeltis.n.01
scolytidae.n.01	clumber.n.01
rotation.n.01	game.n.04
eskimo_curlew.n.01	common_lynx.n.01
academicianship.n.01	abandoned_ship.n.01
purge.n.01	fire_ant.n.01
tubal_ligation.n.01	hinny.n.01
amphibious_operation.n.01	revel.n.01
trematoda.n.01	eastern_chipmunk.n.01
pub_crawl.n.01	new_world_jay.n.01
recoding.n.01	fourth_crusade.n.01
consumption.n.04	ball_cartridge.n.01
double_stopping.n.01	poronotus.n.01
goose_down.n.01	flower_gardening.n.01
leptocephalus.n.01	ostraciidae.n.01
therapsida.n.01	hair_coloring.n.03
grope.n.01	enclosure.n.02
spirochaetales.n.01	hexanchus.n.01
pike.n.05	checkup.n.01
transfusion_reaction.n.01	drive-by_killing.n.01
typology.n.01	diptera.n.01
gnathostomata.n.01	nymphicus.n.01
placental.n.01	scission.n.01
ceratotherium.n.01	flavivirus.n.01
academic_gown.n.01	silver_perch.n.01
barbu.n.01	sphyrapicus.n.01
cardiidae.n.01	south_american_sea_lion.n.01
trumpeter.n.04	trek.n.01
banking_game.n.01	blue_mockingbird.n.01
balaeniceps.n.01	black_rhinoceros.n.01
phalaropidae.n.01	tabby.n.01
bangalore_torpedo.n.01	reading.n.08
stockpiling.n.01	rajidae.n.01
immigration.n.01	raven.n.01
leveraged_buyout.n.01	beaver_rat.n.01
rhinoceros_beetle.n.01	vigil.n.02
temnospondyli.n.01	knock_on.n.01
split.n.09	lambis.n.01
directed_verdict.n.01	non-engagement.n.01
halfback.n.02	job.n.02
eimeriidae.n.01	ophiophagus.n.01
thermography.n.01	primary_health_care.n.01
dance_lesson.n.01	bluebottle.n.02
no_ball.n.01	leaf-footed_bug.n.01
scaphopoda.n.01	conge.n.03
manis.n.01	rynchopidae.n.01
sceloglaux.n.01	genus_leipoa.n.01
hit.n.03	airship.n.01
armrest.n.01	stray.n.01
proboscidean.n.01	position.n.06
accelerator.n.04	fish_genus.n.01
comma_bacillus.n.01	deletion.n.04
suppressive_fire.n.01	liver_fluke.n.01
wagram.n.02	common_limpet.n.01
nonattendance.n.01	simony.n.01
chomping.n.01	serranid_fish.n.01
evening_grosbeak.n.01	psychological_operation.n.01
dune_cycling.n.01	financial_audit.n.01
slash.n.04	ring-necked_pheasant.n.01
ratel.n.01	arrival_gate.n.01
pedophilia.n.01	field_spaniel.n.01
tobacco_hornworm.n.01	higher_education.n.01
surrender.n.03	sweep.n.06
barrel_knot.n.01	arctic_char.n.01
tick.n.02	harassing_fire.n.01
acceptance.n.07	flashlight_fish.n.01
rehabilitation.n.04	strengthening.n.02
odyssey.n.01	musca.n.02
kangaroo.n.01	revision.n.01
phyllostomidae.n.01	sanction.n.04
resumption.n.01	wether.n.01
pogonophora.n.01	piranha.n.02
carapidae.n.01	snake.n.01
chrysemys.n.01	creating_by_mental_acts.n.01
eyeful.n.02	aircraft_engine.n.01
tax_cut.n.01	fractionation.n.02
edentata.n.01	chlorophyll_c.n.01
mexican_hairless.n.01	schematization.n.01
ice_hockey.n.01	scandalization.n.02
vorticella.n.01	oyster_fish.n.01
nyctereutes.n.01	sarcocystis.n.01
woolly_rhinoceros.n.01	barking_frog.n.01
tailoring.n.01	clinical_trial.n.01
pick-off.n.01	hummingbird.n.01
mot.n.02	fox_squirrel.n.01
surfbird.n.01	asiatic_flying_squirrel.n.01
flying_fish.n.01	flame_cell.n.01
arm_guard.n.01	caroling.n.01
sandgrouse.n.01	hermit_crab.n.01
thiobacteria.n.01	ball_gown.n.01
marshalship.n.01	sternotherus.n.01
stratified_sampling.n.01	inspection.n.01
viperidae.n.01	dumping.n.01
sapsucker.n.01	pituophis.n.01
solenogaster.n.01	exploration.n.02
definitive_host.n.01	second_nature.n.01
fire_control.n.01	basement.n.01
withdrawal.n.05	integration.n.03
hematemesis.n.01	toleration.n.02
iridectomy.n.01	urosaurus.n.01
whist.n.01	junin_virus.n.01
ecotourism.n.01	scut.n.01
howler_monkey.n.01	stonefish.n.01
prowl.n.01	long_fly.n.01
lesbianism.n.01	joggle.n.02
migratory_quail.n.01	troglodytes.n.01
air_base.n.01	mental_measurement.n.01
slip.n.14	header.n.07
aggro.n.01	red_poll.n.01
intradermal_injection.n.01	luging.n.01
okapi.n.01	ace_inhibitor.n.01
alprazolam.n.01	genus_stegosaurus.n.01
genus_coscoroba.n.01	uxoricide.n.02
gerrymander.n.01	nod.n.02
shingling.n.02	striped_marlin.n.01
gender_role.n.01	integration.n.03
alcidae.n.01	amrinone.n.01
phoebe.n.03	starnose_mole.n.01
capitalization.n.04	gallinago.n.01
warrigal.n.01	seclusion.n.02
pitched_battle.n.01	poitiers.n.01
drepanididae.n.01	coho.n.02
twin_bill.n.01	first_aid.n.01
vibration.n.01	occult.n.02
ageism.n.01	toleration.n.02
sodomy.n.01	sphyrna.n.01
application.n.01	artificial_flower.n.01
remora.n.01	double_take.n.01
impingement.n.01	vespa.n.01
change_of_integrity.n.01	enzyme-linked-immunosorbent_serologic_assay.n.01
robbery_conviction.n.01	herbal_medicine.n.02
tobacco_hornworm.n.01	bastard.n.03
analysis.n.01	baking.n.02
micrometry.n.01	eft.n.01
avocet.n.01	spotted_eagle_ray.n.01
motacilla.n.01	adjudication.n.01
bristletail.n.01	vespertilionidae.n.01
brood_hen.n.01	african_clawed_frog.n.01
mudskipper.n.01	hit.n.03
designation.n.03	submission.n.02
adultery.n.01	eastern_dasyure.n.01
duel.n.01	pedioecetes.n.01
dressing.n.05	anamnestic_response.n.01
synapsid.n.01	fixation.n.04
air_gun.n.01	thaneship.n.01
grey_market.n.01	devising.n.01
striped_muishond.n.01	balloon.n.01
absence.n.02	desmidiaceae.n.01
face_lift.n.01	lion.n.01
fun.n.01	curling.n.01
last_respects.n.01	air_reconnaissance.n.01
enterobacteriaceae.n.01	stone_crab.n.02
angoumois_moth.n.01	pochard.n.01
fullback.n.02	spyeria.n.01
rebuilding.n.01	genus_dimetrodon.n.01
appointment.n.01	muzzle.n.02
ant_thrush.n.01	purge.n.02
animal_leg.n.01	resurrection.n.02
bankia.n.01	triton.n.03
tazir_crime.n.01	gymnogyps.n.01
bar_magnet.n.01	actinopoda.n.01
headroom.n.02	mus.n.01
judicial_torture.n.01	chlamydia.n.02
snakebird.n.01	whiff.n.02
sedge_wren.n.01	lowering.n.02
herpes_simplex_1.n.01	admiral.n.02
music.n.03	harbor_seal.n.01
repossession.n.01	elephant_bird.n.01
apodiformes.n.01	rape.n.03
groenendael.n.01	chaetodontidae.n.01
actinometer.n.01	repatriation.n.01
bovine.n.01	sea_trout.n.02
augean_stables.n.01	occupation.n.02
nit.n.02	danaus.n.01
basketball_court.n.01	bird_of_paradise.n.03
calosoma.n.01	great_white_shark.n.01
oil_painting.n.02	total_hysterectomy.n.01
common_wallaby.n.01	acanthurus.n.01
forelock.n.02	editorship.n.01
football_score.n.01	whippoorwill.n.01
mullet.n.02	glossinidae.n.01
detection.n.04	warbler.n.02
photography.n.03	gymnophiona.n.01
serranidae.n.01	chow.n.03
plum.n.03	exchange.n.11
volley.n.02	inertial_guidance.n.01
air_compressor.n.01	grey_lemming.n.01
white_whale.n.01	flea_beetle.n.01
prorogation.n.01	assortative_mating.n.01
basketball.n.01	furnarius.n.01
southwestern_toad.n.01	male_horse.n.01
two-toed_sloth.n.01	kung_fu.n.01
limpet.n.02	avenue.n.01
alidade.n.02	bain-marie.n.01
cowfish.n.01	junin_virus.n.01
bestowal.n.01	bollworm.n.01
stoat.n.01	sea_squirt.n.01
spanish_grunt.n.01	hereford.n.01
angora.n.02	panonychus.n.01
forced_landing.n.01	gnatcatcher.n.01
misgovernment.n.01	protozoa.n.01
nonaccomplishment.n.01	sisyridae.n.01
lumbar_puncture.n.01	metazoa.n.01
argiopidae.n.01	carp.n.02
rabbit-eared_bandicoot.n.01	operation.n.07
cribbage.n.01	pet_sitting.n.01
bisexuality.n.02	air_gun.n.01
football_score.n.01	withholding.n.03
pitching.n.01	lophodytes.n.01
school_assignment.n.01	intestinal_bypass.n.01
annulet.n.01	bundling.n.02
urban_renewal.n.01	gallirallus.n.01
pythonidae.n.01	paintball.n.02
ocean_sunfish.n.01	scouting_trip.n.01
anticoagulation.n.01	improvement.n.02
basic_training.n.01	exhalation.n.02
stepping_stone.n.02	barrage_jamming.n.01
dissociation.n.01	toe-in.n.01
entrance.n.03	passing_shot.n.01
coereba.n.01	animal_leg.n.01
stipulation.n.03	inoculating.n.01
snailfish.n.01	lanternfish.n.01
sand_dollar.n.01	wash.n.02
follow-up.n.03	amphitheater.n.02
northern_oriole.n.01	appeal.n.03
remuneration.n.02	associateship.n.01
sarda.n.01	percina.n.01
driftfish.n.02	nummulite.n.01
deepwater_pipefish.n.01	cavy.n.01
flour_beetle.n.01	water_turkey.n.01
pale_chrysanthemum_aphid.n.01	minnie_mouse.n.01
aplodontiidae.n.01	foremanship.n.01
arterial_road.n.01	incursion.n.01
stroke.n.05	rubidium-strontium_dating.n.01
pitymys.n.01	switcheroo.n.01
antennariidae.n.01	coelenterate.n.01
ground-shaker.n.01	hooded_skunk.n.01
brachiation.n.01	osteostracan.n.01
dactyloscopidae.n.01	arrival_gate.n.01
paper_wasp.n.01	devon.n.02
mudskipper.n.01	labrador_retriever.n.01
hundred_years'_war.n.01	sphenisciformes.n.01
palomino.n.01	peristediinae.n.01
java_sparrow.n.01	atlas.n.04
access.n.05	backboard.n.01
steganopus.n.01	name.n.05
monotremata.n.01	tree_wallaby.n.01
orientation_course.n.01	caterpillar.n.01
otus.n.01	hill_myna.n.01
tooth.n.04	agua.n.01
horse_mackerel.n.03	centropus.n.01
astrolatry.n.01	walkout.n.02
consecration.n.01	anguilla.n.02
expiation.n.02	copper_rockfish.n.01
interconnection.n.02	criminal_negligence.n.01
steering.n.02	green_mamba.n.01
walk-through.n.04	domestication.n.03
coalescence.n.01	lugworm.n.01
condonation.n.01	horned_pout.n.01
cosmolatry.n.01	nonprofit_organization.n.01
match-up.n.01	ivory_gull.n.01
flying_mare.n.01	septation.n.01
taricha.n.01	listening.n.01
implantation.n.02	walk-through.n.03
lumpectomy.n.01	automobile_factory.n.01
roe.n.03	riding.n.01
fluke.n.04	belittling.n.02
beaked_salmon.n.01	mobula.n.01
leveret.n.01	dipterous_insect.n.01
alsophila_pometaria.n.01	gopher.n.04
appeasement.n.01	pushball.n.01
loricata.n.01	granulation.n.02
school_assignment.n.01	activation.n.03
swerve.n.01	avoidance.n.01
monkey_business.n.01	tennis.n.01
cestoda.n.01	currawong.n.01
lachnolaimus.n.01	band.n.04
worm_lizard.n.01	rock_gunnel.n.01
duck_down.n.01	aulacorhyncus.n.01
frankliniella.n.01	upset.n.02
aspirin.n.01	lifesaving.n.01
reynard.n.01	thickhead.n.01
towhee.n.01	varicella_zoster_virus.n.01
halibut.n.02	product_development.n.01
solitaire.n.04	database_management.n.01
new_world_blackbird.n.01	waste.n.05
archilochus.n.01	wombat.n.01
crab.n.01	belonidae.n.01
air_bag.n.01	immersion.n.04
pewee.n.01	retribution.n.02
masked_shrew.n.01	harakiri.n.01
invasion.n.01	show_trial.n.01
jungle_cock.n.01	drain.n.01
airplane_mechanics.n.01	parody.n.02
anointing_of_the_sick.n.01	alphabetization.n.01
cotinga.n.01	muster_call.n.01
track_record.n.01	cichlidae.n.01
cliff_swallow.n.01	hoof.n.02
clupeid_fish.n.01	reynard.n.01
double_fault.n.01	chironomidae.n.01
and_circuit.n.01	ritual.n.03
anostraca.n.01	basketball_court.n.01
leporidae.n.01	juggle.n.02
armor.n.01	lecture.n.03
scallop.n.04	hound.n.01
band.n.12	dryopithecus.n.01
mobilization.n.02	russian_revolution.n.02
green_peach_aphid.n.01	hardening.n.03
copperhead.n.01	bloodworm.n.01
worker_bee.n.01	oceanites.n.01
check.n.13	stapedectomy.n.01
civil_suit.n.01	antheraea.n.01
genus_rickettsia.n.01	alligator_snapping_turtle.n.01
barge_pole.n.01	polymorph.n.01
microtus.n.01	social_security.n.01
supersedure.n.01	indoctrination.n.01
rogue_elephant.n.01	xanthomonas.n.01
nursing.n.01	siberian_husky.n.01
pennatula.n.01	paraphilia.n.01
airdock.n.01	solo.n.01
domestic_fowl.n.01	liturgy.n.02
abney_level.n.01	psittacosaur.n.01
myxosporidia.n.01	baltimore_oriole.n.01
green_snake.n.01	sheldrake.n.02
bison.n.01	play_therapy.n.01
devon.n.02	kegel_exercises.n.01
bacteroid.n.01	genus_nautilus.n.01
moon_shot.n.01	roundup.n.03
zero-sum_game.n.01	hepadnavirus.n.01
musophagidae.n.01	anodonta.n.01
split.n.01	sea_fan.n.01
muster_call.n.01	neotoma.n.01
banking.n.01	vireonidae.n.01
dinornithidae.n.01	corvidae.n.01
commotion.n.02	frank_breech.n.01
conodonta.n.01	numbers_pool.n.01
gee-gee.n.01	differentiation.n.02
gaviiform_seabird.n.01	redfish.n.03
alhambra.n.01	lingcod.n.02
anobiidae.n.01	eurylaimidae.n.01
cassowary.n.01	cowfish.n.01
anser.n.01	dairying.n.01
ovenbird.n.01	doe.n.02
in-fighting.n.01	skinny-dip.n.01
electrotherapy.n.01	carjacking.n.01
crab.n.07	fifth_crusade.n.01
giant_cockroach.n.01	ram.n.05
delivery.n.01	bowdlerization.n.02
jab.n.02	heliothis_moth.n.01
crackdown.n.01	dole.n.02
alpine_salamander.n.01	urial.n.01
amrinone.n.01	freetail.n.01
charleston.n.03	rebound.n.03
wild_duck.n.01	giraffa.n.01
audiocassette.n.01	tailless_tenrec.n.01
junco.n.01	domesticity.n.02
ginglymostoma.n.01	indirect_immunofluorescence.n.01
altar.n.01	cyclostomata.n.01
freshwater_bream.n.02	black_mamba.n.01
hardball.n.02	concentration.n.06
filicide.n.02	ectopistes.n.01
sertularian.n.01	pre-emptive_strike.n.01
sunfish.n.03	headshot.n.02
gyrfalcon.n.01	cape_buffalo.n.01
scheduled_maintenance.n.01	eaglet.n.01
cathartidae.n.01	tree_toad.n.01
leptocephalus.n.01	sauropod.n.01
genus_lemur.n.01	liberation.n.01
degradation.n.01	old_world_monkey.n.01
foot.n.07	pale_chrysanthemum_aphid.n.01
eumops.n.01	rhinotermitidae.n.01
rock.n.07	salerno.n.01
mara.n.02	wire-haired_fox_terrier.n.01
turtle.n.02	torpediniformes.n.01
alligator_snapping_turtle.n.01	grenadier.n.02
evisceration.n.01	tibicen.n.01
white_marlin.n.01	place_bet.n.01
gerrididae.n.01	fakery.n.01
lining.n.04	ribbonfish.n.02
intercommunion.n.01	superposition.n.04
fort_ticonderoga.n.01	platypoecilus.n.01
nymphalid.n.01	acceptance_sampling.n.01
group_participation.n.01	triglidae.n.01
hylobates.n.01	psittacula.n.01
look.n.02	sponsorship.n.01
bonito.n.02	bartramia.n.01
pogrom.n.01	validation.n.01
procellaria.n.01	tax_cut.n.01
devil_ray.n.01	tufted_puffin.n.01
soft_tick.n.01	mayoralty.n.01
approach.n.01	lectureship.n.01
scanning.n.02	sanction.n.02
continuance.n.01	polka.n.02
pneumonectomy.n.01	bee_fly.n.01
hylactophryne.n.01	lawn_bowling.n.01
wince.n.02	pteropus_hypomelanus.n.01
infusorian.n.01	brain_coral.n.01
maldon.n.01	tonometry.n.01
llama.n.01	ptarmigan.n.01
sandfish.n.01	old_world_least_weasel.n.01
wild_boar.n.01	holocaust.n.02
acoustic.n.01	peace_initiative.n.01
abortifacient.n.01	war.n.01
bacteroidaceae.n.01	psophiidae.n.01
decompression.n.02	golden_plover.n.01
arcidae.n.01	amphetamine_sulfate.n.01
twit.n.02	tombola.n.01
domestic_goat.n.01	carpentry.n.01
meadow_pipit.n.01	andricus.n.01
agonist.n.04	hirudo.n.01
autoinjector.n.01	stictopelia.n.01
ace_of_diamonds.n.01	groenendael.n.01
mudskipper.n.01	streptopelia.n.01
franco-prussian_war.n.01	samia.n.01
alembic.n.01	pintail.n.01
breath.n.01	shadowboxing.n.01
initiation.n.02	sarda.n.01
tamarau.n.01	construction.n.01
quarter.n.14	kakatoe.n.01
badminton_equipment.n.01	takeover_attempt.n.01
jaculus_jaculus.n.01	dominique.n.01
haliotidae.n.01	sedge_wren.n.01
muscardinus.n.01	ceratosaur.n.01
sucker.n.06	chlamydomonadaceae.n.01
cockroach.n.01	tailspin.n.02
spray_painting.n.01	titanosaurus.n.01
pauropoda.n.01	european_hare.n.01
genus_taenia.n.01	pacific_spiny_dogfish.n.01
extravaganza.n.01	puff.n.07
lead.n.04	barrelhouse.n.01
dipodidae.n.01	linnet.n.02
routemarch.n.01	oxybelis.n.01
tying.n.01	home_banking.n.01
anechoic_chamber.n.01	southern_flying_squirrel.n.01
whisker.n.02	taxonomy.n.03
tetrahymena.n.01	alcidae.n.01
mycophagy.n.01	detente.n.01
cornish.n.02	change_of_color.n.01
slam_dancing.n.01	pollard.n.02
haddock.n.02	bunting.n.02
sauropterygia.n.01	ambulacrum.n.01
sericulture.n.02	down-bow.n.01
vampirism.n.02	coral_snake.n.02
debarment.n.02	sumo.n.01
sweet-potato_whitefly.n.01	mouser.n.01
axletree.n.01	livery.n.03
admiration.n.03	spiny_softshell.n.01
misbehavior.n.01	survivor.n.03
waterfowl.n.01	bicycling.n.01
tetrapod.n.01	cervus.n.01
release.n.09	pollachius.n.01
bluegill.n.01	elimination.n.04
adrenergic.n.01	rhinoceros.n.01
bluegill.n.01	lipreading.n.01
supplementary_benefit.n.01	valet_parking.n.01
trifurcation.n.01	amphetamine_sulfate.n.01
promiscuity.n.01	barium_enema.n.01
steller's_sea_cow.n.01	food_fish.n.01
shape.n.02	pas_de_trois.n.01
water_ouzel.n.01	sixth_crusade.n.01
freeze.n.04	flicker.n.02
runner.n.10	tattoo.n.03
turkey_cock.n.01	cholangiography.n.01
ransacking.n.01	attitude.n.03
silverspot.n.01	notostraca.n.01
gelechiid.n.01	procession.n.02
naseby.n.02	viziership.n.01
correctional_rehabilitation.n.01	argynnis.n.01
axis.n.06	lead.n.04
friendly_fire.n.01	adjutant_bird.n.01
jaguarundi.n.01	fregatidae.n.01
smooth_hammerhead.n.01	power_walking.n.01
possession.n.02	drifting.n.01
cartilaginous_fish.n.01	ambystomid.n.01
swallow.n.03	reeve.n.01
party_spirit.n.01	figure_skating.n.01
connecting_flight.n.01	pharyngeal_reflex.n.01
brown_algae.n.01	public_office.n.01
decalcomania.n.02	easiness.n.03
geotropism.n.01	acid.n.02
search.n.02	gigartinaceae.n.01
rise.n.02	bank_closing.n.01
thing.n.02	downswing.n.01
coach_horse.n.01	jackal.n.01
ageism.n.01	gyration.n.02
automaton.n.02	khanate.n.02
peripatopsidae.n.01	indecent_exposure.n.01
righteye_flounder.n.01	finance.n.01
mouthpart.n.01	market.n.01
negative_chemotaxis.n.01	autoeroticism.n.01
clawback.n.01	baleen_whale.n.01
gerris.n.01	hypoderma.n.01
cession.n.01	mobilization.n.02
tiger_snake.n.01	insolence.n.02
red-legged_partridge.n.01	sending.n.01
animal_husbandry.n.01	soul_kiss.n.01
walking_leaf.n.02	federation.n.03
dama.n.01	termination.n.05
brewer's_mole.n.01	hippocampus.n.02
clostridium_perfringens.n.01	quadrille.n.02
gopher_snake.n.02	keeping.n.01
leg_extensor.n.01	official_immunity.n.01
basketball_equipment.n.01	marlin.n.01
goral.n.01	skateboarding.n.01
tomato_hornworm.n.01	weasel.n.02
archiannelid.n.01	cow.n.01
ravenna.n.01	tringa.n.01
pitch.n.08	keratoscopy.n.01
flatfish.n.02	angling.n.01
predator.n.02	aperture.n.01
striped_marlin.n.01	rite_of_passage.n.01
blue_crab.n.02	receivership.n.03
fetal_movement.n.01	catfish.n.03
ovibos.n.01	stroke.n.11
tenebrionidae.n.01	disunion.n.01
moonfish.n.01	sassaby.n.01
green_frog.n.01	metazoan.n.01
tortricidae.n.01	coot.n.01
arterial_blood_gases.n.01	hunt.n.07
archery.n.01	macedonian_war.n.01
varied_lorikeet.n.01	silkworm.n.02
pacific_walrus.n.01	whoopee.n.01
elimination.n.05	original_sin.n.01
archosaur.n.01	lepidochelys.n.01
closed_primary.n.01	tarahumara_frog.n.01
nude_mouse.n.01	minor_surgery.n.01
greyhen.n.01	rogue_elephant.n.01
crake.n.01	transfusion.n.01
saurian.n.01	webbed_foot.n.01
boiling.n.02	ass.n.03
pterocnemia.n.01	tundra_swan.n.01
feria.n.02	gobiesox.n.01
rat_snake.n.01	piano_lesson.n.01
meuse.n.02	actiniaria.n.01
bombus.n.01	coloratura.n.02
coccinellidae.n.01	peromyscus.n.01
yellowtail.n.02	scumble.n.01
hyperemesis_gravidarum.n.01	double_dribble.n.01
alum.n.04	sand_cricket.n.01
incursion.n.03	deal.n.01
assault.n.02	lurch.n.03
sensing.n.02	dusicyon.n.01
parula_warbler.n.01	jerry-building.n.01
generosity.n.02	mutiny.n.01
leading_astray.n.01	bunker_hill.n.01
civil_contempt.n.01	art.n.01
toasting.n.01	sexual_assault.n.01
black_squirrel.n.01	listeria.n.01
taxonomy.n.03	nasalis.n.01
rhinotermitidae.n.01	moon_shell.n.01
smooth-haired_fox_terrier.n.01	numenius.n.01
angiography.n.01	conenose.n.01
face_lift.n.02	hit.n.03
plecotus.n.01	apodiform_bird.n.01
bee.n.01	scaphopoda.n.01
italian_bee.n.01	spadefish.n.01
offertory.n.02	collaboration.n.02
ace.n.06	humiliation.n.04
mug's_game.n.01	active_placebo.n.01
halophile.n.01	open_primary.n.01
leishmania.n.01	antilope.n.01
panto.n.01	commercialization.n.01
robalo.n.01	white-throated_sparrow.n.01
colubrid_snake.n.01	margay.n.01
invocation.n.04	campaigning.n.01
spizella.n.01	song.n.03
aphasmidia.n.01	sale.n.01
cerambycidae.n.01	intervention.n.04
agape.n.03	cyclosporeae.n.01
ptychozoon.n.01	inquiry.n.03
brown_hyena.n.01	defiance.n.03
spittle_insect.n.01	aperea.n.01
humanization.n.01	decompression.n.02
miscalculation.n.01	wood_ant.n.01
imperialism.n.03	asian_black_grouse.n.01
renewal.n.02	window_oyster.n.01
matrix_addition.n.01	re-formation.n.01
marmoset.n.01	syracuse.n.03
collaboration.n.02	catostomidae.n.01
brutalization.n.03	atlantic_spiny_dogfish.n.01
seasnail.n.02	isopod.n.01
puff.n.07	follow-through.n.01
undercut.n.05	contract.n.03
court_game.n.01	ruffed_grouse.n.01
affiliation.n.02	herpes.n.02
hassle.n.02	dance_step.n.01
guide_dog.n.01	attack.n.09
water_moccasin.n.01	sonora.n.01
penelope.n.02	clam.n.01
aerosol.n.02	diathermy.n.01
footwork.n.02	bradypodidae.n.01
civil_suit.n.01	function.n.03
manumission.n.01	house_arrest.n.01
naprapathy.n.01	thermoacidophile.n.01
machupo_virus.n.01	rectification.n.04
knot.n.07	genus_scarabaeus.n.01
tachyglossus.n.01	ovalipes.n.01
digression.n.03	macropus.n.01
thalassoma.n.01	throw.n.01
honey_eater.n.01	washing-up.n.01
art_class.n.01	baseball_swing.n.01
dressing.n.05	giving.n.03
mastotermes_electrodominicus.n.01	adult_education.n.01
venipuncture.n.01	draw.n.09
genus_pisanosaurus.n.01	keratoscopy.n.01
treachery.n.02	seabird.n.01
care.n.05	swallow.n.02
generation.n.06	silverfish.n.01
frogfish.n.01	arista.n.01
herrerasaur.n.01	spheniscus.n.01
staghorn_coral.n.01	sorting.n.03
piglet.n.01	mexican_revolution.n.01
messiahship.n.01	tetrapturus.n.01
assault_rifle.n.01	antiballistic_missile.n.01
pinniped_mammal.n.01	zama.n.01
saurischia.n.01	little_bighorn.n.02
orthomyxovirus.n.01	withdrawal.n.03
alarm.n.02	tantilla.n.01
attribute.n.02	medical_practice.n.01
pentastomida.n.01	dilation_and_curettage.n.01
figuration.n.01	thoroughbred_racing.n.01
hind.n.01	brown_lacewing.n.01
baritone.n.03	auspices.n.01
warpath.n.02	ambloplites.n.01
long-horned_beetle.n.01	herpes.n.02
leather_carp.n.01	bacteroides.n.01
killing.n.02	characidae.n.01
rabbinate.n.02	pseudomonad.n.01
vermillion_flycatcher.n.01	baya.n.01
botaurus.n.01	federation.n.03
trypetidae.n.01	point_duty.n.01
tooth.n.04	wood_mouse.n.01
hermissenda_crassicornis.n.01	mortal_sin.n.01
wholesale.n.01	drill.n.04
leisure.n.02	amphitheater.n.01
pas_seul.n.01	strabotomy.n.01
truncation_error.n.01	guessing_game.n.01
psittacus.n.01	badminton_racket.n.01
case_load.n.01	snakebird.n.01
painting.n.02	chinook.n.05
brown_swiss.n.01	almond_moth.n.01
rubdown.n.01	vice_crime.n.01
musophaga.n.01	genus_tenrec.n.01
vietnam_war.n.01	bulbul.n.01
optic_cup.n.01	opisthocomidae.n.01
alula.n.01	underexposure.n.02
ichneumon.n.01	cockatoo.n.01
shadowing.n.01	cownose_ray.n.01
spotted_lynx.n.01	blackburn.n.01
leveraged_buyout.n.01	land-office_business.n.01
ark.n.01	rainbow_seaperch.n.01
armed_forces_censorship.n.01	spinning.n.01
cetorhinidae.n.01	javanthropus.n.01
draw.n.07	storage.n.01
double-blind_procedure.n.01	outburst.n.03
robber_frog.n.02	spin.n.05
transformation.n.05	law_practice.n.01
sleeper.n.08	bivalvia.n.01
chemotherapy.n.01	synaptomys.n.01
second_crusade.n.01	work_flow.n.01
acetanilide.n.01	actual_sin.n.01
bannister.n.02	accentor.n.01
lappet_caterpillar.n.01	exculpation.n.02
american_magpie.n.01	burying.n.01
rustication.n.05	kick_in_the_butt.n.01
sockeye.n.02	folly.n.04
pack_riding.n.01	leopard_lizard.n.01
reassembly.n.01	tylenchidae.n.01
phocoena.n.01	shadowboxing.n.01
ashcan.n.01	cultivation.n.05
skunk.n.04	da'wah.n.01
trichodesmium.n.01	apple_orchard.n.01
employee-owned_enterprise.n.01	backstitch.n.01
rissa.n.01	harassing_fire.n.01
procyonid.n.01	change_of_magnitude.n.01
oblation.n.02	anhingidae.n.01
genus_staurikosaurus.n.01	technical_knockout.n.01
airedale.n.01	horsewhipping.n.01
coordination.n.02	cell.n.02
callionymidae.n.01	diapsid.n.01
archaebacteria.n.01	appropriation.n.03
fire_sale.n.01	bar.n.03
retrofit.n.02	ctenocephalides.n.01
secretary_of_the_treasury.n.02	stretch_reflex.n.01
slavery.n.02	armored_personnel_carrier.n.01
consultancy.n.01	physidae.n.01
defoliation.n.02	vaquita.n.01
criminal_suit.n.01	episiotomy.n.01
thickhead.n.01	audiocassette.n.01
trine_immersion.n.01	leading_astray.n.01
actinomyxidia.n.01	indian_python.n.01
peekaboo.n.01	aluminum_foil.n.01
name.n.05	nibble.n.02
woodhewer.n.01	garrulus.n.01
disorderly_conduct.n.01	genus_chlamydia.n.01
solferino.n.02	mobula.n.01
shirking.n.01	assault_rifle.n.01
circularization.n.01	sarcorhamphus.n.01
blue_peafowl.n.01	arthropod.n.01
vespertilio.n.01	complementary_medicine.n.01
microorganism.n.01	dysdercus.n.01
aba.n.02	scorpionfish.n.01
majidae.n.01	fight.n.05
phenacomys.n.01	distention.n.02
polyangium.n.01	nautch.n.01
rubdown.n.01	hirudo.n.01
edentate.n.01	round-tailed_muskrat.n.01
stretching.n.01	frogfish.n.01
assembly.n.01	lift.n.11
jostle.n.01	anguilla.n.02
miscalculation.n.01	bathe.n.01
schistosoma.n.01	banded_sand_snake.n.01
hippoboscidae.n.01	hermit_crab.n.01
ameiurus.n.01	pastor.n.02
triatoma.n.01	tibetan_terrier.n.01
stickball.n.01	common_eel.n.01
ball-and-socket_joint.n.02	pterodactylidae.n.01
ascaphus.n.01	stockpiling.n.01
long-billed_marsh_wren.n.01	treponemataceae.n.01
accountancy.n.01	tiddlywinks.n.01
choking.n.02	crossopterygii.n.01
dehumanization.n.01	new_world_vulture.n.01
