agitation.n.05	shaking.n.01
protoctist_family.n.01	rhodymeniaceae.n.01
purge.n.02	catharsis.n.02
secretaryship.n.01	secretary_of_labor.n.02
passerine.n.01	scrubbird.n.01
extortion.n.03	protection.n.07
carry.n.01	portage.n.03
attack.n.01	penetration.n.01
spirochete.n.01	leptospira.n.01
cryptography.n.02	encoding.n.01
bird_genus.n.01	acridotheres.n.01
salamander.n.01	mud_puppy.n.01
weakening.n.02	dilution.n.02
reptile_genus.n.01	rhynchoelaps.n.01
excursion.n.01	airing.n.02
copying.n.01	reproduction.n.04
singing.n.01	bel_canto.n.01
chemical_analysis.n.01	dialysis.n.01
application.n.03	anointing.n.01
new_world_warbler.n.01	wilson's_warbler.n.01
arthropod.n.01	horseshoe_crab.n.01
entity.n.01	physical_entity.n.01
examination.n.01	checkup.n.01
agitation.n.05	worrying.n.02
crime.n.01	misdemeanor.n.01
operation.n.06	debridement.n.01
bird_genus.n.01	geococcyx.n.01
breathing.n.01	second_wind.n.02
care.n.01	healthcare.n.01
rest.n.02	lie-in.n.01
selling.n.01	resale.n.01
sale.n.03	white_sale.n.01
transportation.n.02	lighterage.n.02
investing.n.01	leverage.n.03
dinosaur.n.01	ground-shaker.n.01
herpes.n.02	epstein-barr_virus.n.01
tumor_virus.n.01	wound_tumor_virus.n.01
dinosaur.n.01	ornithischian.n.01
domestic_fowl.n.01	turkey.n.01
solitaire.n.04	russian_bank.n.01
disapproval.n.04	disparagement.n.02
deterrence.n.03	discouragement.n.03
practice.n.04	cosmetology.n.01
misdemeanor.n.01	perjury.n.01
eviction.n.02	retaliatory_eviction.n.01
coraciiform_bird.n.01	motmot.n.01
cultivation.n.02	tilling.n.01
reptile_family.n.01	testudinidae.n.01
maniraptor.n.01	oviraptorid.n.01
care.n.01	pedicure.n.01
speed.n.03	deceleration.n.03
penetration.n.01	invasion.n.01
amphibian_family.n.01	dicamptodontidae.n.01
stop.n.03	pit_stop.n.01
implementation.n.02	instrumentation.n.02
behavior.n.04	territoriality.n.01
reptile_genus.n.01	crotaphytus.n.01
festival.n.02	sheepshearing.n.02
sporozoan.n.01	sarcosporidian.n.01
feather.n.01	bastard_wing.n.01
fast.n.01	ramadan.n.02
preparation.n.01	deployment.n.01
position.n.09	second_base.n.02
imposition.n.01	regimentation.n.01
monotreme.n.01	echidna.n.01
cell.n.02	flagellated_cell.n.01
rotation.n.01	pivot.n.03
bridge.n.05	bridge_whist.n.01
spill.n.04	wipeout.n.02
figuration.n.01	symbolizing.n.01
old_world_warbler.n.01	wren_warbler.n.01
school_assignment.n.01	lesson.n.04
singing.n.01	harmonization.n.02
exploitation.n.01	overexploitation.n.01
dancing.n.01	pas_seul.n.01
change_of_shape.n.01	corrugation.n.02
court_game.n.01	jai_alai.n.01
spider.n.01	orb-weaving_spider.n.01
negligence.n.01	concurrent_negligence.n.01
acrobatic_stunt.n.01	handspring.n.01
bribery.n.01	barratry.n.02
marsupial.n.01	opossum.n.02
verbal_creation.n.01	writing.n.01
contraception.n.01	surgical_contraception.n.01
presentation.n.02	counterdemonstration.n.01
domestic_fowl.n.01	rock_cornish.n.01
reptile_genus.n.01	naja.n.01
propulsion.n.02	launching.n.03
bird_genus.n.01	harpia.n.01
duty.n.01	filial_duty.n.01
squeeze.n.01	expression.n.09
sale.n.02	sell.n.01
gait.n.03	lurch.n.01
practical_joke.n.01	snipe_hunt.n.01
activity.n.01	market.n.01
position.n.06	headship.n.02
labor.n.02	corvee.n.01
burying.n.01	reburying.n.01
breathing.n.01	artificial_respiration.n.01
infant_feeding.n.01	schedule_feeding.n.01
outdoor_game.n.01	paintball.n.02
reptile_genus.n.01	xerobates.n.01
new_world_sparrow.n.01	white-crowned_sparrow.n.01
flavivirus.n.01	west_nile_virus.n.01
coraciiform_bird.n.01	tody.n.01
crest.n.05	tuft.n.02
fish_family.n.01	rhinobatidae.n.01
reptile_genus.n.01	oxyuranus.n.01
playing.n.01	stopping.n.02
killing.n.02	poisoning.n.02
social_control.n.01	enforcement.n.01
procedure.n.01	mapping.n.02
termination.n.05	closure.n.07
sport.n.01	riding.n.01
action.n.01	accomplishment.n.01
torture.n.05	kittee.n.01
punishment.n.01	imprisonment.n.01
expulsion.n.03	vomit.n.03
swallow.n.03	cliff_swallow.n.01
pitched_battle.n.01	buena_vista.n.01
animal_order.n.01	actinomyxidia.n.01
position.n.09	back.n.09
attribute.n.02	space.n.01
duty.n.01	job.n.05
flight.n.09	international_flight.n.01
temperament.n.03	equal_temperament.n.01
mistake.n.01	oversight.n.03
animal_order.n.01	phalangida.n.01
endoscopy.n.01	sigmoidoscopy.n.01
seizure.n.04	distress.n.04
measurement.n.01	densitometry.n.01
smooth_dogfish.n.01	smoothhound.n.01
bird_genus.n.01	sturnus.n.01
attendance.n.01	presence.n.06
cut.n.16	slash.n.04
ciliate.n.01	tetrahymena.n.01
rejuvenation.n.02	refreshment.n.02
course.n.01	adult_education.n.01
selling.n.01	bootlegging.n.02
new_world_sparrow.n.01	field_sparrow.n.01
protoctist_family.n.01	peridiniidae.n.01
attempt.n.01	worst.n.03
protoctist_order.n.01	oedogoniales.n.01
reptile_genus.n.01	gopherus.n.01
concentration.n.03	pervaporation.n.01
social_control.n.01	occupation.n.02
compression.n.04	squeeze.n.01
bacteriophage.n.01	typhoid_bacteriophage.n.01
eelworm.n.01	vinegar_eel.n.01
crossing.n.01	ford.n.08
formation.n.02	forging.n.01
exercise.n.03	scrimmage.n.01
sea_eagle.n.02	fishing_eagle.n.01
surveying.n.01	triangulation.n.02
scavenger.n.03	bottom-feeder.n.01
bird_genus.n.01	struthio.n.01
therapsid.n.01	chronoperates_paradoxus.n.01
game.n.01	table_game.n.01
practice.n.01	ritualism.n.02
combat.n.01	hostilities.n.01
dining.n.01	dutch_treat.n.01
march.n.02	promenade.n.04
invertebrate.n.01	rotifer.n.01
separation.n.09	withdrawal.n.06
animal.n.01	pest.n.04
turtle.n.02	terrapin.n.01
animal_order.n.01	saurischia.n.01
fire.n.02	hostile_fire.n.01
commitment.n.02	faith.n.04
nonconformity.n.04	nonobservance.n.01
education.n.01	work-study_program.n.01
civil_defense.n.01	fire_watching.n.01
pewee.n.01	western_wood_pewee.n.01
bird_family.n.01	alcedinidae.n.01
basketball_shot.n.01	bank_shot.n.01
handicraft.n.02	weaving.n.01
finch.n.01	redpoll.n.02
card_game.n.01	blackjack.n.04
dasyurid_marsupial.n.01	thylacine.n.01
alignment.n.04	toe-in.n.01
operation.n.05	combined_operation.n.01
mammal_genus.n.01	onychogalea.n.01
country-dance.n.01	promenade.n.03
breakage.n.03	rupture.n.03
humiliation.n.04	comedown.n.01
control.n.05	repression.n.03
dancing.n.01	step_dancing.n.01
bird_family.n.01	sagittariidae.n.01
employment.n.03	booking.n.02
distribution.n.03	assignment.n.03
escort.n.02	convoy.n.03
protoctist_family.n.01	laminariaceae.n.01
intonation.n.03	cantillation.n.01
operation.n.06	arthroscopy.n.01
therapy.n.01	electrotherapy.n.01
mole.n.06	brewer's_mole.n.01
bird_genus.n.01	ectopistes.n.01
bird_genus.n.01	pharomacrus.n.01
role.n.04	gender_role.n.01
protoctist_genus.n.01	endamoeba.n.01
passerine.n.01	broadbill.n.04
sacrament.n.01	anointing_of_the_sick.n.01
change_of_integrity.n.01	opening.n.03
operation.n.06	vasovasostomy.n.01
cut.n.18	shearing.n.01
act.n.02	activity.n.01
bird_genus.n.01	ptilonorhynchus.n.01
fire.n.02	friendly_fire.n.01
peafowl.n.01	peacock.n.02
bird_family.n.01	carduelinae.n.01
larceny.n.01	breach_of_trust_with_fraudulent_intent.n.01
cleaning.n.01	scrub.n.02
indecency.n.02	obscenity.n.03
industry.n.02	production.n.07
rat_snake.n.01	indian_rat_snake.n.01
animal_order.n.01	sauria.n.01
synapsid.n.01	dimetrodon.n.01
removal.n.01	dermabrasion.n.01
work.n.01	shining.n.01
inhabitancy.n.01	camping.n.01
dilation.n.02	vasodilation.n.01
reflex.n.01	micturition_reflex.n.01
reptile_genus.n.01	genus_corythosaurus.n.01
bird_of_paradise.n.03	riflebird.n.01
bird_genus.n.01	athene.n.02
group_action.n.01	due_process.n.01
bird_family.n.01	alaudidae.n.01
annoyance.n.05	exasperation.n.02
eating.n.01	supping.n.01
moa.n.01	anomalopteryx.n.01
hit.n.02	scorcher.n.02
sea_eagle.n.02	kamchatkan_sea_eagle.n.01
mortal_sin.n.01	envy.n.02
gymnastic_exercise.n.01	crucifix.n.02
clasp.n.02	chokehold.n.02
increase.n.05	exaggeration.n.02
bacteria_genus.n.01	genus_nostoc.n.01
protoctist_genus.n.01	genus_amoeba.n.01
spider.n.01	barn_spider.n.01
care.n.01	livery.n.03
fraud.n.01	mail_fraud.n.01
labor.n.02	drudgery.n.01
touch.n.05	kiss.n.01
creating_from_raw_materials.n.01	baking.n.01
sexual_intercourse.n.01	unlawful_carnal_knowledge.n.01
kick.n.01	goal-kick.n.01
reflex.n.01	pilomotor_reflex.n.01
marriage.n.03	bridal.n.01
treatment.n.01	naturopathy.n.01
bacteria_family.n.01	rhizobiaceae.n.01
stare.n.01	glare.n.02
quail.n.02	bobwhite.n.01
restoration.n.02	reinstatement.n.02
wash.n.02	window-washing.n.01
animal_order.n.01	falconiformes.n.01
bacteria_genus.n.01	genus_escherichia.n.01
radiography.n.02	xeroradiography.n.01
reptile_genus.n.01	lichanura.n.01
care.n.01	hair_care.n.01
importing.n.01	smuggling.n.01
secretaryship.n.01	secretary_of_health_education_and_welfare.n.01
decrease.n.04	de-escalation.n.01
interaction.n.01	interplay.n.01
acrobatic_stunt.n.01	tumble.n.01
waterfowl.n.01	screamer.n.03
performance.n.02	musical_performance.n.01
throw.n.01	flip.n.03
vote.n.01	straight_ticket.n.01
return.n.11	forehand.n.01
juxtaposition.n.01	tessellation.n.01
process.n.06	phenomenon.n.01
assault.n.01	storm.n.03
bird_genus.n.01	perisoreus.n.01
cancellation.n.01	attainder.n.01
adaptation.n.03	light_adaptation.n.01
change_of_state.n.01	aeration.n.02
card_game.n.01	pisha_paysha.n.01
snapping_turtle.n.01	alligator_snapping_turtle.n.01
reptile_family.n.01	viperidae.n.01
attendance.n.01	appearance.n.03
shooting.n.02	wing_shooting.n.01
ballet.n.01	classical_ballet.n.01
concealment.n.03	cover.n.10
baseball_play.n.01	triple_play.n.01
exchange.n.08	conversion.n.08
cultivation.n.02	beekeeping.n.01
act.n.02	disposal.n.03
myxovirus.n.01	orthomyxovirus.n.01
spread.n.10	circulation.n.06
change_of_state.n.01	reversal.n.01
siege.n.01	petersburg.n.02
position.n.09	pitcher.n.05
bird_family.n.01	emberizidae.n.01
journey.n.01	digression.n.03
bird_genus.n.01	muscicapa.n.01
shark.n.01	whale_shark.n.01
improvement.n.02	upgrade.n.06
choice.n.02	sampling.n.01
acting.n.01	mime.n.02
choice.n.02	casting.n.04
bird_genus.n.01	thryothorus.n.01
abandonment.n.01	apostasy.n.02
habitude.n.01	round.n.06
racing.n.01	auto_racing.n.01
attribute.n.02	time.n.05
social_welfare.n.01	dole.n.02
constitution.n.02	federation.n.03
touch.n.05	fingering.n.02
dancing.n.01	saraband.n.02
archosaur.n.01	pterosaur.n.01
judgment.n.03	opinion.n.05
mite.n.02	trombidiid.n.01
eubacteria.n.01	coccus.n.01
salamander.n.01	slender_salamander.n.01
printmaking.n.01	lithography.n.02
bird_genus.n.01	coragyps.n.01
turkey.n.01	turkey_cock.n.01
operation.n.06	phlebectomy.n.01
reptile_family.n.01	chelydridae.n.01
test.n.02	personality_test.n.01
collection.n.04	compilation.n.02
march.n.02	goose_step.n.01
pipefish.n.01	seahorse.n.02
contraction.n.01	uterine_contraction.n.01
war.n.01	biological_warfare.n.01
worm_genus.n.01	anguillula.n.01
crime.n.01	cybercrime.n.01
support.n.08	shoring.n.02
attempt.n.01	seeking.n.02
increase.n.05	split.n.09
turtle.n.02	soft-shelled_turtle.n.01
reptile_genus.n.01	storeria.n.01
bird_genus.n.01	chateura.n.01
work.n.01	heavy_lifting.n.01
performance.n.02	swan_song.n.01
accomplishment.n.01	masterstroke.n.01
operation.n.06	implantation.n.03
mackerel_shark.n.01	porbeagle.n.01
sensory_activity.n.01	sensing.n.02
domestic_fowl.n.01	game_fowl.n.01
festival.n.02	carnival.n.01
use.n.01	exploitation.n.01
termination.n.05	retirement.n.02
shooting.n.01	shellfire.n.01
ciliate.n.01	paramecium.n.01
application.n.03	painting.n.03
extracapsular_surgery.n.01	phacoemulsification.n.01
opossum.n.02	common_opossum.n.01
arousal.n.01	stimulation.n.01
theropod.n.01	ceratosaur.n.01
purge.n.02	catharsis.n.01
throw.n.01	ringer.n.04
military_censorship.n.01	field_press_censorship.n.01
microorganism.n.01	intestinal_flora.n.01
art.n.02	decoupage.n.02
restoration.n.02	rejuvenation.n.02
alignment.n.04	camber.n.03
whip-snake.n.01	california_whipsnake.n.01
jamming.n.01	barrage_jamming.n.01
offense.n.05	dirty_war.n.01
baptism.n.01	affusion.n.01
renunciation.n.04	forsaking.n.01
application.n.03	plastering.n.01
card_game.n.01	poker.n.02
waste.n.02	waste_of_money.n.01
affairs.n.02	world_affairs.n.01
dinosaur.n.01	titanosaur.n.01
failure.n.01	nonconformity.n.04
protoctist_genus.n.01	ulva.n.01
living_thing.n.01	cell.n.02
corporal_punishment.n.01	gauntlet.n.04
forced_feeding.n.01	nasogastric_feeding.n.01
bird_genus.n.01	apus.n.02
owl.n.01	screech_owl.n.01
vulture.n.01	aegypiidae.n.01
eubacteria.n.01	chlamydia.n.02
drink.n.02	drinking_bout.n.01
climbing_salamander.n.01	arboreal_salamander.n.01
pitched_battle.n.01	panipat.n.01
parakeet.n.01	budgerigar.n.01
pitched_battle.n.01	spotsylvania.n.02
shooting.n.01	gunfire.n.01
activity.n.01	puncture.n.03
reptile_genus.n.01	nerodia.n.01
martin.n.05	house_martin.n.01
protoctist_genus.n.01	genus_arcella.n.01
walk.n.01	march.n.02
organism.n.01	denizen.n.02
pictorial_representation.n.01	imaging.n.02
war.n.01	war_of_the_roses.n.01
ablation.n.01	sympathectomy.n.01
worm.n.01	ribbon_worm.n.01
animal_order.n.01	suborder_pachycephalosaurus.n.01
welfare_work.n.01	casework.n.01
constitution.n.02	collectivization.n.01
withdrawal.n.03	evacuation.n.02
acquiring.n.01	acquisition.n.01
kinglet.n.01	gold-crowned_kinglet.n.01
iguanid.n.01	horned_lizard.n.01
bazaar.n.03	craft_fair.n.01
reflex.n.01	yawn.n.01
proceeding.n.01	procedure.n.04
shell.n.10	valve.n.05
imaging.n.02	x-raying.n.01
sale.n.03	garage_sale.n.01
foreplay.n.01	feel.n.04
fire.n.02	observed_fire.n.01
submission.n.02	obedience.n.01
innings.n.01	follow-on.n.01
timber_rattlesnake.n.01	canebrake_rattlesnake.n.01
synapsid.n.01	pelycosaur.n.01
action.n.01	resistance.n.01
snake.n.01	sea_snake.n.01
card_game.n.01	all_fours.n.01
badminton.n.01	singles.n.01
admission.n.01	readmission.n.01
board_game.n.01	lotto.n.01
fish_genus.n.01	squatina.n.01
court_game.n.01	fives.n.01
disapproval.n.04	condemnation.n.02
bird_genus.n.01	opisthocomus.n.01
equestrian_sport.n.01	dressage.n.01
evasion.n.03	circumvention.n.01
creating_by_removal.n.01	gouge.n.03
visit.n.04	call.n.11
attempt.n.01	mug's_game.n.01
strike.n.01	wildcat_strike.n.01
climb.n.03	clamber.n.01
pseudomonad.n.01	ring_rot_bacteria.n.01
gamble.n.02	long_shot.n.01
observation.n.01	radio_observation.n.01
repetition.n.02	redundancy.n.04
operation.n.06	osteotomy.n.01
mammal_family.n.01	potoroinae.n.01
new_world_oriole.n.01	northern_oriole.n.01
cut.n.17	slicing.n.02
amphibian_genus.n.01	eleutherodactylus.n.01
eye_operation.n.01	iridectomy.n.01
red_algae.n.01	irish_moss.n.01
ablation.n.01	prostatectomy.n.01
furcula.n.01	wishbone.n.01
iguanid.n.01	american_chameleon.n.01
keratotomy.n.01	radial_keratotomy.n.01
titmouse.n.01	verdin.n.01
maneuver.n.03	jugglery.n.02
new_world_vulture.n.01	buzzard.n.01
cobra.n.01	asp.n.02
coraciiform_bird.n.01	hornbill.n.01
inactivity.n.03	rest.n.02
instillation.n.01	infusion.n.03
arousal.n.01	excitation.n.03
exchange.n.04	logrolling.n.01
test.n.05	pilot_project.n.01
pipefish.n.01	deepwater_pipefish.n.01
blow.n.01	box.n.10
bird_family.n.01	anhimidae.n.01
quantitative_analysis.n.01	volumetric_analysis.n.01
bird_family.n.01	struthionidae.n.01
microsurgery.n.01	robotic_telesurgery.n.01
amphibian_genus.n.01	pseudacris.n.01
cyprinid.n.01	rudd.n.01
flexion.n.03	dorsiflexion.n.01
calculation.n.01	mathematical_process.n.01
peafowl.n.01	peachick.n.01
coupling.n.03	assortative_mating.n.01
position.n.06	caliphate.n.03
bush_shrike.n.01	black-fronted_bush_shrike.n.01
advancement.n.03	stride.n.03
battle.n.01	armageddon.n.02
prairie_chicken.n.01	heath_hen.n.01
wash.n.02	ablution.n.01
stop.n.03	stand.n.09
bird_genus.n.01	dinornis.n.01
farming.n.01	truck_farming.n.01
old_world_vulture.n.01	bearded_vulture.n.01
sexual_activity.n.01	pleasure.n.05
honeycreeper.n.02	banana_quit.n.01
pheasant.n.01	tragopan.n.01
assembly.n.06	mobilization.n.02
change.n.03	rollover.n.01
military_action.n.01	blockade.n.01
rejection.n.01	displacement.n.07
division.n.03	cut.n.17
look.n.02	view.n.03
succession.n.03	opening.n.12
hydrozoan.n.01	siphonophore.n.01
foul_shot.n.01	one-and-one.n.01
topminnow.n.01	platy.n.01
position.n.06	generalship.n.02
examination.n.01	palpation.n.01
golf.n.01	match_play.n.01
influence.n.02	cross-pollination.n.02
chordate.n.01	vertebrate.n.01
beauty_treatment.n.01	makeover.n.01
effort.n.02	supererogation.n.01
torture.n.05	judicial_torture.n.01
work.n.01	logging.n.01
emission.n.01	radiation.n.02
bacteria_genus.n.01	genus_corynebacterium.n.01
creating_from_raw_materials.n.01	confection.n.02
war.n.01	french_and_indian_war.n.01
hair.n.06	whisker.n.02
caracara.n.01	carancha.n.01
mobilization.n.01	arming.n.01
abstraction.n.06	attribute.n.02
rape.n.03	statutory_rape.n.01
sexual_activity.n.01	bestiality.n.02
passerine.n.01	oscine.n.01
transplant.n.02	keratoplasty.n.01
publication.n.04	contribution.n.05
minimization.n.01	tax_avoidance.n.01
elimination.n.01	simplification.n.02
lavage.n.01	gastric_lavage.n.01
bird_genus.n.01	bonasa.n.01
enforcement.n.01	coercion.n.01
larceny.n.01	embezzlement.n.01
change.n.03	motion.n.03
felony.n.01	capture.n.04
vibrio.n.01	vibrio_fetus.n.01
skating.n.01	ice_skating.n.01
hen.n.01	pullet.n.02
operation.n.05	meuse.n.02
deletion.n.04	expurgation.n.01
insertion.n.02	injection.n.01
writing.n.01	dramatization.n.01
maneuver.n.04	device.n.03
injury.n.04	spoil.n.02
trading.n.01	program_trading.n.01
reptile_genus.n.01	anolis.n.01
agon.n.01	pythian_games.n.01
self-denial.n.02	asceticism.n.03
duck.n.01	goldeneye.n.02
flight_maneuver.n.01	chandelle.n.01
amphibian_genus.n.01	aneides.n.01
coelenterate_genus.n.01	genus_hydra.n.01
slaughter.n.03	little_bighorn.n.02
falcon.n.01	kestrel.n.02
operation.n.06	sex-change_operation.n.01
trade.n.02	carpentry.n.01
assault.n.02	battery.n.07
discontinuance.n.01	prorogation.n.01
organism.n.01	heteroploid.n.01
cooking.n.01	boiling.n.02
sin.n.02	original_sin.n.01
warbler.n.02	kinglet.n.01
evasion.n.04	maneuver.n.05
takeover_bid.n.01	any-and-all_bid.n.01
counterintelligence.n.01	security_intelligence.n.01
position.n.09	center_field.n.02
riding.n.02	trail_riding.n.01
care.n.01	maternalism.n.02
fish_family.n.01	rajidae.n.01
bird.n.01	cock.n.05
torture.n.05	kia_quen.n.01
pitched_battle.n.01	cunaxa.n.01
misdemeanor.n.01	disorderly_conduct.n.01
scops_owl.n.01	oriental_scops_owl.n.01
coloring.n.03	dyeing.n.01
listening.n.01	relistening.n.01
enforcement.n.01	imposition.n.01
trial.n.04	mistrial.n.01
influence.n.02	enticement.n.03
journey.n.01	commute.n.01
undertaking.n.01	labor_of_love.n.01
bacteria_genus.n.01	bacteroides.n.01
hardening.n.03	annealing.n.01
swimming.n.01	dive.n.02
bird_family.n.01	coerebidae.n.01
smack.n.05	smacker.n.01
dismissal.n.04	section_eight.n.02
hair_care.n.01	comb.n.05
swimming.n.01	skinny-dip.n.01
putout.n.01	fielder's_choice.n.01
treatment.n.02	dealing.n.01
reflex.n.01	mydriasis.n.01
chlorophyll.n.01	chlorophyll_c.n.01
bird_family.n.01	strigidae.n.01
kick.n.01	goal-kick.n.02
intensification.n.01	focalization.n.02
massage.n.01	reflexology.n.02
bird_family.n.01	anatidae.n.01
parrot.n.01	cockatoo.n.01
replacement.n.01	novation.n.01
turn.n.03	attack.n.02
creating_by_removal.n.01	carving.n.02
alteration.n.02	loosening.n.02
precaution.n.01	backstop.n.03
assignment.n.03	allocation.n.03
bird_genus.n.01	branta.n.01
bird_family.n.01	cuculidae.n.01
blessing.n.01	backing.n.01
civic_duty.n.01	jury_duty.n.01
streptomyces.n.01	potato_scab_bacteria.n.01
